17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,27,27,27,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,27,27,27,27,27,27,27,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,28,11,11,11,26,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,18,03,04,04,04,04,04,05,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,28,11,11,11,11,11,11,11,26,17,17,17,17,17,17,17,17,17,17,17,17
17,18,13,14,14,14,14,14,15,26,27,27,27,27,27,27,27,27,17,17,17,17,17,17,17,17,28,11,11,03,04,05,03,05,11,11,16,17,17,17,17,17,17,17,17,17,17,17
17,18,13,14,14,14,14,14,15,21,21,21,21,21,21,21,20,11,16,17,17,17,17,17,17,18,11,11,11,13,14,15,23,25,11,11,16,17,17,17,17,17,17,17,17,17,17,17
17,18,13,14,14,14,14,14,15,01,01,01,01,01,01,01,02,10,16,17,17,17,17,17,17,18,11,11,11,23,24,25,11,11,11,11,16,17,17,17,17,17,17,17,17,17,17,17
17,18,13,14,14,14,14,14,15,06,07,07,07,07,07,08,12,10,16,17,17,17,17,17,17,18,11,11,11,12,10,11,11,11,11,06,17,17,17,17,17,17,17,17,17,17,17,17
17,18,13,14,14,14,14,14,15,16,17,17,17,17,17,18,12,10,26,27,27,27,17,17,17,17,07,07,08,12,10,11,06,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,18,13,14,14,14,14,14,15,16,17,17,17,17,17,18,12,10,11,11,11,11,17,17,17,17,17,17,28,14,14,06,17,17,17,17,17,17,17,27,27,27,17,17,17,17,17,17
17,18,13,14,14,14,14,14,15,26,27,17,17,17,17,28,11,11,11,00,00,11,26,17,17,17,17,18,13,14,14,26,27,27,27,17,17,17,18,03,04,05,16,17,17,17,17,17
17,18,13,14,14,14,14,14,14,04,05,27,27,27,28,11,11,00,00,00,00,11,11,17,17,17,17,18,13,14,14,04,04,04,04,26,17,17,28,13,14,15,16,17,17,17,17,17
17,18,13,14,14,14,14,14,14,14,15,01,01,01,01,11,06,07,08,11,11,12,11,26,27,17,17,18,13,14,14,14,14,14,14,15,00,00,02,03,14,25,16,17,17,17,17,17
17,18,13,14,14,14,14,14,14,14,15,11,11,11,11,10,16,17,18,11,10,12,11,11,11,26,27,28,13,14,14,14,14,14,14,15,11,11,12,13,14,01,16,17,17,17,17,17
17,18,13,14,14,14,14,14,14,14,15,21,21,21,21,11,26,27,28,21,21,12,12,12,11,11,11,12,13,14,14,14,14,14,14,15,11,11,22,23,14,05,16,17,17,17,17,17
17,18,23,24,24,24,24,24,24,24,25,06,07,08,11,11,12,03,04,04,04,04,05,12,12,12,11,12,13,14,06,07,08,14,14,15,01,01,01,13,14,15,16,17,17,17,17,17
17,17,07,07,08,11,06,07,07,07,07,17,17,17,08,11,12,13,14,14,24,14,15,10,22,22,22,11,14,14,16,17,18,14,14,15,16,17,08,23,24,25,16,17,17,17,17,17
17,17,17,17,18,11,16,17,17,17,17,17,17,17,17,11,12,23,24,25,00,23,25,22,22,21,21,11,23,14,26,27,28,14,15,06,17,17,17,07,07,07,17,17,17,17,17,17
17,17,17,17,18,11,16,17,17,17,17,17,17,17,17,11,01,01,01,01,01,22,22,22,21,21,11,11,06,23,14,14,14,14,15,16,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,18,11,16,17,17,17,17,17,17,17,17,11,12,00,00,00,11,11,10,10,21,11,11,06,17,08,24,24,24,24,25,16,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,18,11,16,17,17,17,27,27,27,27,28,11,12,12,12,11,11,11,10,10,10,11,06,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,28,11,26,17,17,28,03,04,04,04,05,11,11,11,22,00,22,22,11,11,11,06,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,18,03,04,04,04,04,04,05,23,24,24,24,25,06,17,08,11,11,11,11,11,06,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,18,13,14,14,14,14,14,15,06,07,07,07,07,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,18,23,14,14,14,14,24,25,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,08,13,14,14,15,06,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
17,17,17,17,07,07,07,07,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17

0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
